"vmid","vmtype","createtime","releasetime"
"vm_252782","ecs.g1.large","2019-06-04","\N"
"vm_127046","ecs.c1.large","2019-06-04","2019-06-04"
"vm_284538","ecs.c1.large","2019-06-04","2019-06-04"
"vm_15888","ecs.c1.large","2019-06-04","2019-06-07"
"vm_255834","ecs.c1.large","2019-06-04","2019-06-06"
"vm_217844","ecs.c1.large","2019-06-04","2019-06-05"
"vm_127251","ecs.c1.large","2019-06-04","2019-06-05"
"vm_31812","ecs.c1.large","2019-06-04","2019-06-04"
"vm_292299","ecs.c1.large","2019-06-04","2019-06-05"
"vm_15911","ecs.c1.large","2019-06-04","2019-06-04"
"vm_127380","ecs.c1.large","2019-06-04","2019-06-05"
"vm_31849","ecs.c1.large","2019-06-04","2019-06-05"
"vm_3981","ecs.c1.large","2019-06-04","2019-06-05"
"vm_233640","ecs.c1.large","2019-06-04","2019-06-05"
"vm_63735","ecs.c1.large","2019-06-04","2019-06-04"
"vm_63788","ecs.c1.large","2019-06-04","2019-06-04"
"vm_63789","ecs.c1.large","2019-06-04","2019-06-04"
"vm_127685","ecs.c1.large","2019-06-04","2019-06-04"
"vm_127688","ecs.c1.large","2019-06-04","2019-06-06"
"vm_127720","ecs.c1.large","2019-06-04","2019-06-04"
"vm_127827","ecs.c1.large","2019-06-04","2019-06-04"
"vm_127932","ecs.c1.large","2019-06-04","2019-06-04"
"vm_1999","ecs.c1.large","2019-06-04","2019-06-04"
"vm_127961","ecs.c1.large","2019-06-04","2019-06-04"
"vm_63994","ecs.c1.large","2019-06-04","2019-06-04"
"vm_221803","ecs.c1.large","2019-06-04","2019-06-05"
"vm_64056","ecs.c1.large","2019-06-04","2019-06-05"
"vm_273036","ecs.c1.large","2019-06-04","2019-06-05"
"vm_64121","ecs.c1.large","2019-06-04","2019-06-04"
"vm_128263","ecs.c1.large","2019-06-04","2019-06-04"
"vm_128261","ecs.c1.large","2019-06-04","2019-06-04"
"vm_241244","ecs.c1.large","2019-06-04","2019-06-04"
"vm_210603","ecs.c1.2xlarge","2019-06-04","2019-06-04"
"vm_128308","ecs.c1.xlarge","2019-06-04","2019-06-04"
"vm_128329","ecs.c1.large","2019-06-04","2019-06-04"
"vm_261190","ecs.c1.large","2019-06-04","2019-06-04"
"vm_8027","ecs.c1.large","2019-06-04","2019-06-05"
"vm_241228","ecs.c1.large","2019-06-04","2019-06-04"
"vm_288450","ecs.c1.large","2019-06-04","2019-06-04"
"vm_64231","ecs.c1.large","2019-06-04","2019-06-04"
"vm_128509","ecs.g1.large","2019-06-04","2019-06-04"
"vm_255741","ecs.c1.large","2019-06-04","2019-06-05"
"vm_32148","ecs.c1.large","2019-06-04","2019-06-04"
"vm_64304","ecs.c1.large","2019-06-04","2019-06-04"
"vm_128613","ecs.c1.large","2019-06-04","2019-06-05"
"vm_255735","ecs.c1.large","2019-06-04","2019-06-05"
"vm_64330","ecs.c1.large","2019-06-04","2019-06-04"
"vm_261166","ecs.c1.large","2019-06-04","2019-06-04"
"vm_128687","ecs.c1.large","2019-06-04","\N"
"vm_32183","ecs.c1.large","2019-06-04","2019-06-04"
"vm_64368","ecs.c1.large","2019-06-04","2019-06-04"
"vm_205795","ecs.c1.large","2019-06-04","2019-06-04"
"vm_128772","ecs.c1.large","2019-06-04","2019-06-04"
"vm_128801","ecs.c1.large","2019-06-04","2019-06-04"
"vm_205791","ecs.c1.xlarge","2019-06-04","2019-06-04"
"vm_128809","ecs.c1.large","2019-06-04","2019-06-04"
"vm_241206","ecs.c1.large","2019-06-04","2019-06-05"
"vm_64445","ecs.c1.large","2019-06-04","2019-06-04"
"vm_64452","ecs.c1.large","2019-06-04","2019-06-04"
"vm_128939","ecs.c1.large","2019-06-04","2019-06-07"
"vm_128959","ecs.c1.large","2019-06-04","2019-06-04"
"vm_32242","ecs.c1.large","2019-06-04","2019-06-04"
"vm_225265","ecs.c1.large","2019-06-04","2019-06-06"
"vm_233653","ecs.c1.large","2019-06-04","2019-06-04"
"vm_225319","ecs.c1.large","2019-06-04","2019-06-04"
"vm_64509","ecs.c1.2xlarge","2019-06-04","2019-06-05"
"vm_227929","ecs.c1.large","2019-06-04","2019-06-05"
"vm_64545","ecs.c1.large","2019-06-04","2019-06-04"
"vm_129112","ecs.c1.large","2019-06-04","2019-06-29"
"vm_129156","ecs.c1.large","2019-06-04","2019-06-06"
"vm_241188","ecs.c1.large","2019-06-04","2019-06-04"
"vm_261148","ecs.c1.large","2019-06-04","2019-06-04"
"vm_129188","ecs.c1.large","2019-06-04","2019-06-04"
"vm_4037","ecs.c1.large","2019-06-04","2019-06-04"
"vm_217761","ecs.c1.large","2019-06-04","2019-06-04"
"vm_32343","ecs.c1.large","2019-06-04","2019-06-04"
"vm_64684","ecs.c1.large","2019-06-04","2019-06-04"
"vm_233569","ecs.c1.large","2019-06-04","2019-06-04"
"vm_64727","ecs.c1.large","2019-06-04","2019-06-04"
"vm_129467","ecs.c1.large","2019-06-04","2019-06-06"
"vm_205748","ecs.c1.large","2019-06-04","2019-06-04"
"vm_241177","ecs.c1.large","2019-06-04","2019-06-04"
"vm_267524","ecs.c1.large","2019-06-04","2019-06-04"
"vm_213932","ecs.c1.large","2019-06-04","2019-06-04"
"vm_16217","ecs.c1.large","2019-06-04","2019-06-05"
"vm_64882","ecs.c1.large","2019-06-04","2019-06-04"
"vm_64892","ecs.c1.large","2019-06-04","2019-06-05"
"vm_227914","ecs.c1.large","2019-06-04","2019-06-04"
"vm_267503","ecs.c1.large","2019-06-04","2019-06-04"
"vm_32462","ecs.c1.large","2019-06-04","2019-06-04"
"vm_129925","ecs.c1.large","2019-06-04","2019-06-04"
"vm_129934","ecs.c1.large","2019-06-04","2019-06-05"
"vm_32486","ecs.c1.large","2019-06-04","2019-06-04"
"vm_129982","ecs.c1.large","2019-06-04","2019-06-05"
"vm_130024","ecs.c1.2xlarge","2019-06-04","2019-06-04"
"vm_65076","ecs.c1.large","2019-06-04","2019-06-04"
"vm_32545","ecs.c1.large","2019-06-04","2019-06-04"
"vm_130225","ecs.c1.2xlarge","2019-06-04","2019-06-05"
"vm_130235","ecs.c1.large","2019-06-04","2019-06-04"
"vm_130241","ecs.c1.large","2019-06-04","2019-06-05"
"vm_65134","ecs.c1.large","2019-06-04","2019-06-04"
"vm_65135","ecs.c1.large","2019-06-04","2019-06-18"
"vm_65139","ecs.c1.large","2019-06-04","2019-06-04"
"vm_245600","ecs.c1.xlarge","2019-06-04","2019-06-04"
"vm_252711","ecs.c1.large","2019-06-04","\N"
"vm_252712","ecs.c1.2xlarge","2019-06-04","\N"
"vm_252710","ecs.g1.large","2019-06-04","\N"
"vm_210529","ecs.c1.large","2019-06-04","2019-06-06"
"vm_65239","ecs.c1.large","2019-06-04","2019-06-04"
"vm_237124","ecs.c1.large","2019-06-04","2019-06-04"
"vm_202913","ecs.c1.large","2019-06-04","2019-06-04"
"vm_130601","ecs.c1.large","2019-06-04","2019-06-05"
"vm_130659","ecs.c1.large","2019-06-04","2019-06-04"
