"vmid","vmtype","createtime","releasetime"
"vm_180236","ecs.c1.2xlarge","2019-05-28","2019-05-29"
"vm_92311","ecs.c1.2xlarge","2019-05-28","2019-05-29"
"vm_219562","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_243538","ecs.g1.xlarge","2019-05-28","\N"
"vm_199869","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_253811","ecs.g1.xlarge","2019-05-28","\N"
"vm_92460","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_210338","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_271414","ecs.g1.2xlarge","2019-05-28","2019-05-28"
"vm_183271","ecs.g1.2xlarge","2019-05-28","2019-05-28"
"vm_92707","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_265948","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_271399","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_46429","ecs.c1.large","2019-05-28","2019-05-28"
"vm_92886","ecs.g1.xlarge","2019-05-28","\N"
"vm_229798","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_271409","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_93090","ecs.c1.2xlarge","2019-05-28","2019-05-29"
"vm_23281","ecs.c1.large","2019-05-28","2019-05-28"
"vm_93177","ecs.g1.large","2019-05-28","2019-05-29"
"vm_229789","ecs.g1.2xlarge","2019-05-28","2019-05-28"
"vm_93416","ecs.c1.large","2019-05-28","2019-05-28"
"vm_213359","ecs.c1.large","2019-05-28","2019-05-28"
"vm_259485","ecs.c1.large","2019-05-28","2019-05-28"
"vm_176692","ecs.c1.large","2019-05-28","2019-05-28"
"vm_93481","ecs.c1.large","2019-05-28","2019-05-28"
"vm_46765","ecs.c1.large","2019-05-28","2019-05-28"
"vm_93558","ecs.c1.large","2019-05-28","2019-05-28"
"vm_93685","ecs.c1.large","2019-05-28","2019-05-28"
"vm_11720","ecs.c1.large","2019-05-28","2019-05-28"
"vm_219476","ecs.g1.large","2019-05-28","2019-05-28"
"vm_93815","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_93867","ecs.c1.2xlarge","2019-05-28","2019-05-29"
"vm_23467","ecs.c1.2xlarge","2019-05-28","2019-05-29"
"vm_253774","ecs.g1.large","2019-05-28","\N"
"vm_215963","ecs.g1.xlarge","2019-05-28","\N"
"vm_93968","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_224544","ecs.c1.large","2019-05-28","2019-05-28"
"vm_94132","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_192442","ecs.c1.large","2019-05-28","2019-05-28"
"vm_253775","ecs.c1.xlarge","2019-05-28","\N"
"vm_183220","ecs.r1.xlarge","2019-05-28","2019-05-28"
"vm_202999","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_265851","ecs.c1.large","2019-05-28","2019-05-28"
"vm_94293","ecs.c1.large","2019-05-28","2019-05-30"
"vm_94292","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_94342","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_253754","ecs.g1.xlarge","2019-05-28","\N"
"vm_94378","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_202998","ecs.c1.large","2019-05-28","2019-05-28"
"vm_186406","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_224506","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_250032","ecs.g1.xlarge","2019-05-28","\N"
"vm_94535","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_219418","ecs.c1.large","2019-05-28","2019-05-28"
"vm_253752","ecs.c1.large","2019-05-28","\N"
"vm_94619","ecs.g1.large","2019-05-28","2019-05-28"
"vm_23661","ecs.c1.large","2019-05-28","2019-05-29"
"vm_253753","ecs.c1.large","2019-05-28","\N"
"vm_94749","ecs.c1.large","2019-05-28","2019-05-28"
"vm_94776","ecs.c1.large","2019-05-28","2019-05-28"
"vm_94866","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_243435","ecs.c1.large","2019-05-28","\N"
"vm_23725","ecs.c1.large","2019-05-28","2019-05-28"
"vm_265823","ecs.c1.large","2019-05-28","2019-05-28"
"vm_243436","ecs.c1.xlarge","2019-05-28","\N"
"vm_243434","ecs.g1.large","2019-05-28","\N"
"vm_94976","ecs.c1.large","2019-05-28","2019-05-28"
"vm_219384","ecs.c1.large","2019-05-28","2019-05-29"
"vm_95105","ecs.g1.large","2019-05-28","2019-05-28"
"vm_23778","ecs.c1.large","2019-05-28","2019-05-28"
"vm_95141","ecs.g1.2xlarge","2019-05-28","2019-05-28"
"vm_47577","ecs.c1.large","2019-05-28","2019-05-28"
"vm_23801","ecs.c1.2xlarge","2019-05-28","2019-05-29"
"vm_280703","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_249995","ecs.g1.large","2019-05-28","2019-05-29"
"vm_95283","ecs.g1.xlarge","2019-05-28","\N"
"vm_206625","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_23828","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_95409","ecs.g1.2xlarge","2019-05-28","2019-05-28"
"vm_47771","ecs.g1.xlarge","2019-05-28","2019-05-29"
"vm_224421","ecs.c1.large","2019-05-28","2019-05-29"
"vm_95597","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_234548","ecs.c1.large","2019-05-28","2019-05-28"
"vm_95680","ecs.c1.large","2019-05-28","2019-05-28"
"vm_229657","ecs.c1.large","2019-05-28","2019-05-28"
"vm_276758","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_47924","ecs.c1.xlarge","2019-05-28","2019-05-29"
"vm_194464","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_95871","ecs.g1.2xlarge","2019-05-28","2019-05-28"
"vm_2997","ecs.g1.xlarge","2019-05-28","2019-05-29"
"vm_280673","ecs.c1.large","2019-05-28","2019-05-28"
"vm_95933","ecs.g1.2xlarge","2019-05-28","2019-05-28"
"vm_1499","ecs.c1.large","2019-05-28","2019-05-28"
"vm_95981","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_280665","ecs.c1.large","2019-05-28","2019-05-29"
"vm_96043","ecs.c1.large","2019-05-28","2019-05-29"
"vm_48025","ecs.c1.large","2019-05-28","2019-05-30"
"vm_271147","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_199779","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_24068","ecs.c1.xlarge","2019-05-28","2019-05-29"
"vm_189","ecs.c1.large","2019-05-28","2019-05-28"
"vm_243378","ecs.c1.xlarge","2019-05-28","\N"
"vm_48206","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_96442","ecs.c1.large","2019-05-28","2019-05-28"
"vm_6027","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_243379","ecs.g1.large","2019-05-28","\N"
"vm_239359","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_96621","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_96631","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_48343","ecs.c1.large","2019-05-28","2019-05-28"
"vm_96844","ecs.c1.large","2019-05-28","2019-05-30"
"vm_48427","ecs.c1.large","2019-05-28","2019-05-28"
"vm_180058","ecs.g1.large","2019-05-28","2019-05-28"
"vm_24235","ecs.c1.large","2019-05-28","2019-05-28"
"vm_96968","ecs.c1.large","2019-05-28","2019-05-28"
"vm_96972","ecs.g1.xlarge","2019-05-28","\N"
"vm_24249","ecs.c1.large","2019-05-28","2019-05-28"
"vm_48503","ecs.g1.large","2019-05-28","2019-05-28"
"vm_97176","ecs.c1.large","2019-05-28","2019-05-28"
"vm_280632","ecs.c1.large","2019-05-28","2019-05-28"
"vm_189621","ecs.c1.large","2019-05-28","2019-05-28"
"vm_271067","ecs.g1.xlarge","2019-05-28","2019-05-29"
"vm_97295","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_6095","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_253617","ecs.c1.large","2019-05-28","\N"
"vm_280587","ecs.g1.xlarge","2019-05-28","\N"
"vm_253615","ecs.g1.2xlarge","2019-05-28","\N"
"vm_97681","ecs.g1.large","2019-05-28","2019-05-28"
"vm_97702","ecs.c1.large","2019-05-28","2019-05-28"
"vm_224275","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_253616","ecs.g1.xlarge","2019-05-28","\N"
"vm_192324","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_97790","ecs.g1.xlarge","2019-05-28","2019-05-28"
"vm_24456","ecs.g1.2xlarge","2019-05-28","2019-05-28"
"vm_24488","ecs.c1.large","2019-05-28","2019-05-30"
"vm_48994","ecs.c1.large","2019-05-28","2019-05-28"
"vm_48998","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_98087","ecs.g1.large","2019-05-28","2019-05-29"
"vm_229511","ecs.c1.large","2019-05-28","2019-05-28"
"vm_98156","ecs.c1.2xlarge","2019-05-28","2019-05-29"
"vm_189647","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_49096","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_98213","ecs.c1.large","2019-05-28","2019-05-30"
"vm_98325","ecs.c1.xlarge","2019-05-28","2019-05-29"
"vm_12311","ecs.c1.xlarge","2019-05-28","2019-05-29"
"vm_186236","ecs.c1.large","2019-05-28","2019-05-28"
"vm_229485","ecs.c1.2xlarge","2019-05-28","2019-05-28"
"vm_98522","ecs.g1.xlarge","2019-05-28","\N"
"vm_249850","ecs.c1.large","2019-05-28","2019-05-28"
"vm_49293","ecs.c1.large","2019-05-28","2019-05-28"
"vm_6161","ecs.c1.2xlarge","2019-05-28","2019-05-29"
"vm_98701","ecs.c1.xlarge","2019-05-28","2019-05-28"
"vm_49452","ecs.c1.large","2019-05-28","2019-05-28"
"vm_24736","ecs.c1.2xlarge","2019-05-28","2019-05-29"
