"vmid","vmtype","createtime","releasetime"
"vm_40865","ecs.c1.large","2019-05-16","2019-05-16"
"vm_220996","ecs.c1.large","2019-05-16","2019-05-16"
"vm_81747","ecs.g1.large","2019-05-16","2019-05-16"
"vm_2555","ecs.c1.large","2019-05-16","2019-05-16"
"vm_250348","ecs.c1.large","2019-05-16","2019-05-16"
"vm_81770","ecs.c1.large","2019-05-16","2019-05-17"
"vm_167925","ecs.c1.large","2019-05-16","2019-05-16"
"vm_262459","ecs.c1.large","2019-05-16","2019-05-16"
"vm_165887","ecs.c1.large","2019-05-16","2019-05-16"
"vm_215943","ecs.c1.large","2019-05-16","2019-05-16"
"vm_10222","ecs.c1.large","2019-05-16","2019-05-16"
"vm_143434","ecs.c1.large","2019-05-16","2019-05-16"
"vm_271017","ecs.c1.large","2019-05-16","2019-05-16"
"vm_259104","ecs.c1.large","2019-05-16","2019-05-16"
"vm_154645","ecs.c1.2xlarge","2019-05-16","2019-05-22"
"vm_40899","ecs.c1.large","2019-05-16","2019-05-16"
"vm_81799","ecs.c1.2xlarge","2019-05-16","2019-05-17"
"vm_207105","ecs.c1.large","2019-05-16","2019-05-16"
"vm_81815","ecs.c1.large","2019-05-16","2019-05-16"
"vm_81829","ecs.c1.large","2019-05-16","2019-05-16"
"vm_81835","ecs.c1.2xlarge","2019-05-16","2019-05-17"
"vm_40917","ecs.c1.large","2019-05-16","2019-05-16"
"vm_40919","ecs.c1.large","2019-05-16","2019-05-16"
"vm_10230","ecs.c1.large","2019-05-16","2019-05-16"
"vm_40925","ecs.c1.large","2019-05-16","2019-05-16"
"vm_204111","ecs.c1.large","2019-05-16","2019-05-16"
"vm_81854","ecs.c1.large","2019-05-16","2019-05-16"
"vm_5117","ecs.c1.large","2019-05-16","2019-05-16"
"vm_40941","ecs.c1.large","2019-05-16","2019-05-16"
"vm_225533","ecs.c1.large","2019-05-16","2019-05-16"
"vm_20475","ecs.c1.large","2019-05-16","2019-05-16"
"vm_250330","ecs.c1.large","2019-05-16","2019-05-16"
"vm_236951","ecs.c1.large","2019-05-16","2019-05-16"
"vm_40959","ecs.c1.large","2019-05-16","2019-05-16"
"vm_262439","ecs.c1.large","2019-05-16","2019-05-16"
"vm_170974","ecs.c1.large","2019-05-16","2019-05-16"
"vm_292047","ecs.c1.2xlarge","2019-05-16","2019-05-22"
"vm_262436","ecs.c1.large","2019-05-16","2019-05-16"
"vm_156831","ecs.c1.large","2019-05-16","2019-05-16"
"vm_20481","ecs.c1.large","2019-05-16","2019-05-16"
"vm_10240","ecs.c1.large","2019-05-16","2019-05-16"
"vm_40973","ecs.c1.large","2019-05-16","2019-05-16"
"vm_201440","ecs.c1.large","2019-05-16","2019-05-16"
"vm_81950","ecs.c1.large","2019-05-16","2019-05-16"
"vm_40974","ecs.c1.2xlarge","2019-05-16","2019-05-17"
"vm_167911","ecs.c1.large","2019-05-16","2019-05-16"
"vm_2561","ecs.c1.large","2019-05-16","2019-05-16"
"vm_229651","ecs.c1.large","2019-05-16","2019-05-16"
"vm_236920","ecs.c1.large","2019-05-16","2019-05-16"
"vm_40987","ecs.c1.large","2019-05-16","2019-05-16"
"vm_190188","ecs.c1.large","2019-05-16","2019-05-16"
"vm_20495","ecs.c1.large","2019-05-16","2019-05-16"
"vm_20497","ecs.c1.xlarge","2019-05-16","2019-05-17"
"vm_250290","ecs.c1.large","2019-05-16","2019-05-16"
"vm_143424","ecs.c1.large","2019-05-16","2019-05-16"
"vm_170979","ecs.c1.xlarge","2019-05-16","2019-06-03"
"vm_210353","ecs.c1.large","2019-05-16","2019-05-16"
"vm_82009","ecs.c1.2xlarge","2019-05-16","2019-05-16"
"vm_146313","ecs.c1.large","2019-05-16","2019-05-16"
"vm_82019","ecs.c1.large","2019-05-16","2019-05-16"
"vm_20506","ecs.c1.2xlarge","2019-05-16","2019-05-17"
"vm_292035","ecs.c1.2xlarge","2019-05-16","2019-05-17"
"vm_2560","ecs.c1.large","2019-05-16","2019-05-16"
"vm_236922","ecs.c1.large","2019-05-16","2019-05-16"
"vm_82030","ecs.c1.large","2019-05-16","2019-05-16"
"vm_292059","ecs.c1.large","2019-05-16","2019-05-16"
"vm_250293","ecs.c1.large","2019-05-16","2019-05-16"
"vm_176222","ecs.c1.large","2019-05-16","2019-05-16"
"vm_41022","ecs.c1.large","2019-05-16","2019-05-16"
"vm_273645","ecs.c1.large","2019-05-16","2019-05-16"
"vm_82057","ecs.c1.large","2019-05-16","2019-05-16"
"vm_156834","ecs.c1.large","2019-05-16","2019-05-16"
"vm_41032","ecs.c1.large","2019-05-16","2019-05-16"
"vm_5128","ecs.c1.2xlarge","2019-05-16","2019-05-17"
