"vmid","vmtype","createtime","releasetime"
"vm_165247","ecs.c1.large","2019-02-20","\N"
"vm_202829","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_80449","ecs.c1.large","2019-02-20","2019-03-22"
"vm_80440","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_211947","ecs.c1.xlarge","2019-02-20","2019-03-25"
"vm_80458","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_178214","ecs.c1.large","2019-02-20","\N"
"vm_80430","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_165945","ecs.r1.xlarge","2019-02-20","\N"
"vm_165215","ecs.g1.large","2019-02-20","\N"
"vm_227886","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_191308","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_119716","ecs.c1.large","2019-02-20","2019-02-20"
"vm_80340","ecs.c1.large","2019-02-20","2019-03-22"
"vm_34799","ecs.c1.large","2019-02-20","2019-03-22"
"vm_180076","ecs.g1.large","2019-02-20","2019-02-21"
"vm_191278","ecs.c1.large","2019-02-20","2019-02-20"
"vm_80258","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_51610","ecs.c1.large","2019-02-20","2019-03-22"
"vm_165135","ecs.c1.large","2019-02-20","\N"
"vm_119681","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_165109","ecs.g1.large","2019-02-20","\N"
"vm_223039","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_4368","ecs.c1.large","2019-02-20","2019-02-20"
"vm_119584","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_119546","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_49154","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_119515","ecs.c1.large","2019-02-20","2019-03-22"
"vm_119509","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_43695","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_119499","ecs.c1.large","2019-02-20","2019-02-20"
"vm_165003","ecs.c1.large","2019-02-20","\N"
"vm_101085","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_211834","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_164933","ecs.g1.xlarge","2019-02-20","\N"
"vm_119375","ecs.c1.large","2019-02-20","2019-02-20"
"vm_164911","ecs.c1.xlarge","2019-02-20","\N"
"vm_79784","ecs.c1.large","2019-02-20","2019-03-22"
"vm_191223","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_8801","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_206940","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_197994","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_187340","ecs.c1.large","2019-02-20","2019-02-20"
"vm_178187","ecs.g1.large","2019-02-20","\N"
"vm_35260","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_47161","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_217235","ecs.c1.large","2019-02-20","2019-02-20"
"vm_164823","ecs.c1.large","2019-02-20","\N"
"vm_54872","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_100684","ecs.c1.large","2019-02-20","\N"
"vm_79522","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_222855","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_202169","ecs.c1.large","2019-02-20","\N"
"vm_197891","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_79477","ecs.g1.2xlarge","2019-02-20","2019-02-20"
"vm_79374","ecs.c1.large","2019-02-20","\N"
"vm_164659","ecs.g1.large","2019-02-20","\N"
"vm_35511","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_191098","ecs.c1.large","2019-02-20","2019-03-22"
"vm_191097","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_227646","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_49098","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_118999","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_100460","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_100446","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_79224","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_183527","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_17798","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_47101","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_179457","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_222751","ecs.c1.large","2019-02-20","\N"
"vm_211930","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_232680","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_49091","ecs.c1.large","2019-02-20","2019-03-22"
"vm_54816","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_183474","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_164558","ecs.c1.2xlarge","2019-02-20","\N"
"vm_79000","ecs.c1.large","2019-02-20","\N"
"vm_164482","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_118888","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_54785","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_35761","ecs.c1.large","2019-02-20","2019-03-22"
"vm_35764","ecs.c1.large","2019-02-20","2019-03-22"
"vm_118826","ecs.c1.large","2019-02-20","2019-02-20"
"vm_47066","ecs.c1.large","2019-02-20","\N"
"vm_54788","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_164345","ecs.c1.large","2019-02-20","\N"
"vm_194569","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_17898","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_56172","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_118824","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_8961","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_164148","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_118738","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_164135","ecs.c1.large","2019-02-20","2019-02-20"
"vm_78749","ecs.c1.large","2019-02-20","2019-03-22"
"vm_222694","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_163940","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_35937","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_100097","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_232544","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_163780","ecs.g1.xlarge","2019-02-20","2019-02-20"
"vm_163727","ecs.c1.large","2019-02-20","2019-03-22"
