"vmid","vmtype","createtime","releasetime"
"vm_131623","ecs.c1.xlarge","2019-05-13","2019-05-13"
"vm_37339","ecs.g1.large","2019-05-13","2019-05-13"
"vm_37344","ecs.c1.large","2019-05-13","2019-05-13"
"vm_210151","ecs.c1.xlarge","2019-05-13","2019-05-13"
"vm_37404","ecs.c1.large","2019-05-13","2019-05-13"
"vm_37409","ecs.c1.2xlarge","2019-05-13","2019-05-13"
"vm_220409","ecs.c1.large","2019-05-13","2019-05-13"
"vm_9354","ecs.c1.large","2019-05-13","2019-05-13"
"vm_74865","ecs.c1.xlarge","2019-05-13","2019-05-13"
"vm_201465","ecs.c1.xlarge","2019-05-13","2019-05-13"
"vm_74894","ecs.c1.xlarge","2019-05-13","2019-05-13"
"vm_163903","ecs.c1.large","2019-05-13","2019-05-13"
"vm_37485","ecs.c1.large","2019-05-13","2019-05-13"
"vm_143681","ecs.c1.large","2019-05-13","2019-05-14"
"vm_75006","ecs.c1.large","2019-05-13","2019-05-14"
"vm_37504","ecs.c1.large","2019-05-13","2019-05-13"
"vm_585","ecs.c1.large","2019-05-13","2019-05-13"
"vm_37539","ecs.c1.large","2019-05-13","2019-05-13"
"vm_177107","ecs.g1.2xlarge","2019-05-13","2019-05-13"
"vm_272825","ecs.c1.large","2019-05-13","2019-05-13"
"vm_75132","ecs.c1.large","2019-05-13","2019-05-13"
"vm_180988","ecs.g1.large","2019-05-13","2019-05-13"
"vm_138696","ecs.c1.large","2019-05-13","2019-05-13"
"vm_147751","ecs.c1.large","2019-05-13","2019-05-13"
"vm_37609","ecs.c1.large","2019-05-13","2019-05-13"
"vm_37633","ecs.c1.xlarge","2019-05-13","2019-05-13"
"vm_201428","ecs.c1.large","2019-05-13","2019-05-13"
"vm_235428","ecs.c1.large","2019-05-13","2019-05-14"
"vm_165906","ecs.c1.large","2019-05-13","2019-05-13"
"vm_37710","ecs.c1.xlarge","2019-05-13","2019-05-13"
"vm_192534","ecs.c1.large","2019-05-13","2019-05-14"
"vm_37736","ecs.g1.large","2019-05-13","2019-05-13"
"vm_205288","ecs.c1.xlarge","2019-05-13","2019-05-13"
"vm_2361","ecs.c1.2xlarge","2019-05-13","2019-05-14"
"vm_246652","ecs.g1.2xlarge","2019-05-13","2019-05-13"
"vm_259699","ecs.c1.xlarge","2019-05-13","2019-05-13"
"vm_159143","ecs.c1.large","2019-05-13","2019-05-14"
"vm_254534","ecs.g1.xlarge","2019-05-13","\N"
"vm_254535","ecs.g1.large","2019-05-13","\N"
"vm_133424","ecs.g1.2xlarge","2019-05-13","2019-05-13"
"vm_4740","ecs.c1.large","2019-05-13","2019-05-13"
"vm_254536","ecs.c1.large","2019-05-13","\N"
"vm_37954","ecs.c1.large","2019-05-13","2019-05-13"
"vm_18978","ecs.c1.large","2019-05-13","2019-05-13"
"vm_37973","ecs.c1.xlarge","2019-05-13","2019-05-13"
"vm_37985","ecs.c1.xlarge","2019-05-13","2019-05-13"
"vm_75976","ecs.c1.large","2019-05-13","2019-05-13"
"vm_235251","ecs.c1.large","2019-05-13","2019-05-13"
"vm_187329","ecs.c1.xlarge","2019-05-13","2019-05-13"
"vm_76030","ecs.c1.large","2019-05-13","2019-05-13"
"vm_153637","ecs.c1.large","2019-05-13","2019-05-13"
"vm_187321","ecs.c1.large","2019-05-13","2019-05-13"
"vm_19017","ecs.c1.large","2019-05-13","2019-05-17"
"vm_145896","ecs.c1.large","2019-05-13","2019-05-13"
"vm_19019","ecs.c1.2xlarge","2019-05-13","2019-05-14"
"vm_241740","ecs.c1.large","2019-05-13","2019-05-13"
"vm_76119","ecs.c1.large","2019-05-13","2019-05-13"
