"vmid","vmtype","createtime","releasetime"
"vm_291054","ecs.c1.large","2019-04-09","2019-04-09"
"vm_194548","ecs.c1.large","2019-04-09","2019-04-09"
"vm_226352","ecs.c1.large","2019-04-09","2019-04-09"
"vm_59338","ecs.c1.large","2019-04-09","2019-04-09"
"vm_172511","ecs.c1.large","2019-04-09","2019-04-09"
"vm_29658","ecs.g1.xlarge","2019-04-09","2019-04-09"
"vm_96552","ecs.c1.large","2019-04-09","2019-04-09"
"vm_260262","ecs.c1.large","2019-04-09","2019-04-09"
"vm_188552","ecs.c1.large","2019-04-09","2019-04-09"
"vm_96448","ecs.c1.large","2019-04-09","2019-04-09"
"vm_7408","ecs.c1.large","2019-04-09","2019-04-09"
"vm_109632","ecs.c1.large","2019-04-09","2019-04-09"
"vm_98264","ecs.c1.large","2019-04-09","2019-04-09"
"vm_242678","ecs.c1.xlarge","2019-04-09","2019-04-09"
"vm_59242","ecs.c1.large","2019-04-09","2019-04-09"
"vm_137491","ecs.c1.large","2019-04-09","2019-04-09"
"vm_59233","ecs.c1.large","2019-04-09","2019-04-09"
"vm_215140","ecs.g1.xlarge","2019-04-09","2019-04-09"
"vm_7402","ecs.c1.large","2019-04-09","2019-04-09"
"vm_81343","ecs.c1.large","2019-04-09","2019-04-09"
"vm_191994","ecs.c1.large","2019-04-09","2019-04-09"
"vm_278090","ecs.c1.large","2019-04-09","2019-04-09"
"vm_93379","ecs.c1.large","2019-04-09","2019-04-09"
"vm_162305","ecs.g1.xlarge","2019-04-09","2019-04-09"
"vm_99891","ecs.c1.large","2019-04-09","2019-04-09"
"vm_294461","ecs.c1.large","2019-04-09","2019-04-09"
"vm_87245","ecs.c1.large","2019-04-09","2019-04-09"
"vm_162289","ecs.c1.large","2019-04-09","2019-05-02"
"vm_223617","ecs.c1.large","2019-04-09","2019-04-09"
"vm_266127","ecs.c1.large","2019-04-09","2019-04-09"
"vm_3696","ecs.c1.large","2019-04-09","2019-04-09"
"vm_260107","ecs.c1.xlarge","2019-04-09","2019-04-09"
"vm_172562","ecs.c1.large","2019-04-09","2019-04-09"
"vm_90098","ecs.c1.large","2019-04-09","2019-04-09"
"vm_154087","ecs.c1.large","2019-04-09","2019-04-09"
