"vmid","vmtype","createtime","releasetime"
"vm_32519","ecs.c1.large","2019-04-02","2019-04-02"
"vm_40702","ecs.c1.large","2019-04-02","2019-04-02"
"vm_851","ecs.c1.large","2019-04-02","2019-04-02"
"vm_13615","ecs.c1.large","2019-04-02","2019-04-02"
"vm_63597","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117488","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117508","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117527","ecs.c1.large","2019-04-02","2019-04-02"
"vm_51492","ecs.c1.large","2019-04-02","2019-04-02"
"vm_22485","ecs.g1.xlarge","2019-04-02","2019-04-02"
"vm_97630","ecs.c1.large","2019-04-02","2019-04-02"
"vm_6806","ecs.c1.large","2019-04-02","2019-04-02"
"vm_25583","ecs.c1.large","2019-04-02","2019-04-02"
"vm_13610","ecs.c1.large","2019-04-02","2019-04-02"
"vm_53227","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117492","ecs.c1.large","2019-04-02","2019-04-02"
"vm_53228","ecs.c1.large","2019-04-02","2019-04-02"
"vm_97625","ecs.c1.large","2019-04-02","2019-04-02"
"vm_97629","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117515","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117524","ecs.c1.large","2019-04-02","2019-04-02"
"vm_34547","ecs.c1.large","2019-04-02","2019-04-02"
"vm_43559","ecs.c1.large","2019-04-02","2019-04-02"
"vm_13604","ecs.c1.large","2019-04-02","2019-04-03"
"vm_36686","ecs.c1.large","2019-04-02","2019-04-02"
"vm_52507","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117521","ecs.c1.xlarge","2019-04-02","2019-04-02"
"vm_13602","ecs.c1.large","2019-04-02","2019-04-02"
"vm_13601","ecs.c1.large","2019-04-02","2019-04-02"
"vm_58029","ecs.c1.large","2019-04-02","2019-04-02"
"vm_13600","ecs.c1.large","2019-04-02","2019-04-02"
"vm_64765","ecs.c1.large","2019-04-02","2019-04-02"
"vm_85811","ecs.c1.large","2019-04-02","2019-04-02"
"vm_97659","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117532","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117545","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117619","ecs.c1.large","2019-04-02","2019-04-02"
"vm_21798","ecs.c1.large","2019-04-02","2019-04-02"
"vm_48678","ecs.c1.large","2019-04-02","2019-04-02"
"vm_85777","ecs.c1.large","2019-04-02","2019-04-02"
"vm_97649","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117530","ecs.c1.large","2019-04-02","2019-04-02"
"vm_38459","ecs.c1.large","2019-04-02","2019-04-02"
"vm_97684","ecs.c1.large","2019-04-02","2019-04-02"
"vm_97647","ecs.c1.large","2019-04-02","2019-04-02"
"vm_21433","ecs.g1.xlarge","2019-04-02","2019-04-02"
"vm_13590","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117533","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117543","ecs.c1.large","2019-04-02","2019-04-02"
"vm_3397","ecs.c1.large","2019-04-02","2019-04-02"
"vm_97657","ecs.c1.large","2019-04-02","2019-04-02"
"vm_13588","ecs.g1.xlarge","2019-04-02","2019-04-02"
"vm_22737","ecs.g1.xlarge","2019-04-02","2019-04-02"
"vm_79064","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117536","ecs.c1.large","2019-04-02","2019-04-02"
"vm_43565","ecs.c1.large","2019-04-02","2019-04-02"
"vm_43563","ecs.c1.xlarge","2019-04-02","2019-04-02"
"vm_79061","ecs.c1.large","2019-04-02","2019-04-02"
"vm_6792","ecs.c1.large","2019-04-02","2019-04-02"
"vm_40700","ecs.c1.large","2019-04-02","2019-04-02"
"vm_85789","ecs.c1.large","2019-04-02","2019-04-02"
"vm_85805","ecs.c1.large","2019-04-02","2019-04-02"
"vm_117557","ecs.c1.large","2019-04-02","2019-04-02"
