"vmid","vmtype","createtime","releasetime"
"vm_20316","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_40638","ecs.c1.2xlarge","2019-04-24","2019-04-25"
"vm_20319","ecs.c1.large","2019-04-24","2019-04-25"
"vm_10163","ecs.c1.2xlarge","2019-04-24","2019-04-25"
"vm_81355","ecs.c1.2xlarge","2019-04-24","2019-04-24"
"vm_81389","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_165082","ecs.c1.large","2019-04-24","2019-04-25"
"vm_264389","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_250507","ecs.g1.2xlarge","2019-04-24","2019-04-25"
"vm_213777","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_230030","ecs.c1.large","2019-04-24","2019-04-25"
"vm_250442","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_260554","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_2548","ecs.c1.2xlarge","2019-04-24","2019-04-25"
"vm_269271","ecs.c1.2xlarge","2019-04-24","2019-04-25"
"vm_250433","ecs.c1.large","2019-04-24","2019-04-25"
"vm_149342","ecs.c1.2xlarge","2019-04-24","2019-04-25"
"vm_286248","ecs.g1.large","2019-04-24","2019-04-25"
"vm_250401","ecs.c1.large","2019-04-24","2019-04-25"
"vm_250391","ecs.c1.2xlarge","2019-04-24","2019-04-25"
"vm_142717","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_134230","ecs.g1.2xlarge","2019-04-24","2019-04-25"
"vm_81723","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_250343","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_278820","ecs.c1.2xlarge","2019-04-24","2019-04-25"
"vm_81765","ecs.c1.large","2019-04-24","2019-04-25"
"vm_134593","ecs.c1.large","2019-04-24","2019-04-25"
"vm_281070","ecs.c1.large","2019-04-24","2019-04-25"
"vm_146173","ecs.c1.large","2019-04-24","2019-04-25"
"vm_250288","ecs.c1.large","2019-04-24","2019-04-24"
"vm_229956","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_219904","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_5114","ecs.c1.2xlarge","2019-04-24","2019-04-25"
"vm_160274","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_162654","ecs.c1.2xlarge","2019-04-24","2019-04-25"
"vm_177228","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_136832","ecs.g1.large","2019-04-24","2019-04-24"
"vm_288150","ecs.c1.large","2019-04-24","2019-04-24"
"vm_81882","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_280945","ecs.c1.large","2019-04-24","2019-04-25"
"vm_81908","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_81910","ecs.c1.large","2019-04-24","2019-04-25"
"vm_177130","ecs.c1.2xlarge","2019-04-24","2019-04-25"
"vm_40976","ecs.c1.large","2019-04-24","2019-04-25"
"vm_129624","ecs.c1.large","2019-04-24","2019-04-24"
"vm_81974","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_169539","ecs.c1.large","2019-04-24","2019-04-25"
"vm_81997","ecs.g1.2xlarge","2019-04-24","2019-04-25"
"vm_158174","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_196909","ecs.c1.large","2019-04-24","2019-04-25"
"vm_250196","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_155751","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_182764","ecs.g1.2xlarge","2019-04-24","2019-04-25"
"vm_155756","ecs.c1.large","2019-04-24","2019-04-25"
"vm_82095","ecs.c1.large","2019-04-24","2019-04-25"
"vm_140076","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_196876","ecs.c1.large","2019-04-24","2019-04-24"
"vm_196881","ecs.c1.large","2019-04-24","2019-04-25"
"vm_117017","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_229880","ecs.g1.2xlarge","2019-04-24","2019-04-25"
"vm_250110","ecs.c1.large","2019-04-24","2019-04-25"
"vm_134199","ecs.c1.xlarge","2019-04-24","2019-04-25"
"vm_41111","ecs.c1.xlarge","2019-04-24","2019-04-24"
"vm_185824","ecs.c1.2xlarge","2019-04-24","2019-04-25"
"vm_290711","ecs.c1.xlarge","2019-04-24","2019-04-25"
