"vmid","vmtype","createtime","releasetime"
"vm_197933","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_249745","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_50477","ecs.c1.large","2019-04-12","2019-04-23"
"vm_197798","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_50564","ecs.c1.large","2019-04-12","2019-04-26"
"vm_6321","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_394","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_184384","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_156758","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_261441","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_283821","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_102697","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_261413","ecs.g1.large","2019-04-12","2019-04-14"
"vm_197675","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_143464","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_50797","ecs.c1.2xlarge","2019-04-12","2019-04-12"
"vm_25402","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_25419","ecs.c1.xlarge","2019-04-12","2019-04-17"
"vm_143450","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_50890","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_228002","ecs.c1.xlarge","2019-04-12","2019-04-18"
"vm_151023","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_12736","ecs.g1.large","2019-04-12","2019-04-15"
"vm_25497","ecs.g1.large","2019-04-12","2019-04-12"
"vm_51024","ecs.c1.2xlarge","2019-04-12","2019-04-12"
"vm_91719","ecs.c1.2xlarge","2019-04-12","2019-04-12"
"vm_197485","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_130395","ecs.c1.large","2019-04-12","2019-04-12"
"vm_184284","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_25596","ecs.g1.large","2019-04-12","2019-04-12"
"vm_25597","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_51198","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_197423","ecs.g1.large","2019-04-12","\N"
"vm_51268","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_126321","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_102675","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_184226","ecs.c1.large","2019-04-12","2019-04-26"
"vm_261235","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_3217","ecs.g1.large","2019-04-12","2019-04-14"
"vm_261208","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_242514","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_166089","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_261201","ecs.c1.large","2019-04-12","2019-04-12"
"vm_51652","ecs.c1.large","2019-04-12","2019-04-26"
"vm_148597","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_809","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_197192","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_261114","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_6480","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_164771","ecs.c1.large","2019-04-12","2019-04-12"
"vm_156413","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_150956","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_168246","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_241545","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_26076","ecs.c1.xlarge","2019-04-12","2019-04-15"
"vm_261048","ecs.g1.large","2019-04-12","2019-04-14"
"vm_196919","ecs.c1.large","2019-04-12","2019-04-26"
"vm_196869","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_172258","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_13113","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_52487","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_179090","ecs.c1.large","2019-04-12","2019-04-12"
"vm_156214","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_278824","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_123675","ecs.g1.large","2019-04-12","2019-04-14"
"vm_232349","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_179084","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_172245","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_183882","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_164741","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_90379","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_293772","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_26529","ecs.c1.large","2019-04-12","2019-04-12"
"vm_26591","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_184278","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_283576","ecs.c1.xlarge","2019-04-12","2019-04-12"
"vm_13333","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_155980","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_196479","ecs.g1.large","2019-04-12","2019-04-12"
"vm_53406","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_239513","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_196400","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_183770","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_53447","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_108786","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_219355","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_136790","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_121054","ecs.g1.large","2019-04-12","2019-04-12"
"vm_255322","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_252618","ecs.c1.large","2019-04-12","\N"
"vm_93013","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_212543","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_170266","ecs.g1.large","2019-04-12","2019-04-15"
"vm_232195","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_252617","ecs.c1.xlarge","2019-04-12","\N"
"vm_196133","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_121018","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_54091","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_183620","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_148531","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_27098","ecs.g1.large","2019-04-12","2019-04-14"
"vm_6778","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_260713","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_98277","ecs.c1.large","2019-04-12","2019-04-12"
"vm_106894","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_96563","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_27302","ecs.c1.large","2019-04-12","2019-04-12"
"vm_143178","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_177197","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_54748","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_54755","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_252569","ecs.g1.large","2019-04-12","\N"
"vm_183473","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_183478","ecs.g1.large","2019-04-12","2019-04-12"
"vm_242316","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_91607","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_106881","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_195677","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_90325","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_255244","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_171048","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_249462","ecs.g1.large","2019-04-12","2019-04-12"
"vm_165921","ecs.c1.large","2019-04-12","2019-04-12"
"vm_219172","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_100001","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_94947","ecs.g1.large","2019-04-12","2019-04-14"
"vm_283441","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_6926","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_183345","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_274024","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_260127","ecs.g1.large","2019-04-12","2019-04-14"
"vm_130248","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_55639","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_217","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_6956","ecs.c1.large","2019-04-12","2019-04-15"
"vm_183282","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_278461","ecs.g1.xlarge","2019-04-12","2019-04-12"
"vm_13945","ecs.g1.xlarge","2019-04-12","2019-04-12"
