"vmid","vmtype","createtime","releasetime"
"vm_14705","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149535","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149532","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149555","ecs.c1.large","2019-03-20","2019-03-20"
"vm_29414","ecs.c1.large","2019-03-20","2019-03-20"
"vm_210972","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149524","ecs.c1.large","2019-03-20","2019-03-20"
"vm_210968","ecs.c1.large","2019-03-20","2019-03-20"
"vm_58846","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149498","ecs.c1.large","2019-03-20","2019-03-20"
"vm_210960","ecs.c1.large","2019-03-20","2019-03-20"
"vm_124152","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149493","ecs.c1.large","2019-03-20","2019-03-20"
"vm_58862","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149484","ecs.c1.large","2019-03-20","2019-03-20"
"vm_124086","ecs.c1.large","2019-03-20","2019-03-20"
"vm_58871","ecs.c1.large","2019-03-20","2019-03-20"
"vm_210967","ecs.c1.large","2019-03-20","2019-03-20"
"vm_111635","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149483","ecs.c1.large","2019-03-20","2019-03-20"
"vm_58877","ecs.g1.xlarge","2019-03-20","2019-03-20"
"vm_149438","ecs.c1.large","2019-03-20","2019-03-20"
"vm_210919","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149411","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149403","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149402","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149396","ecs.c1.large","2019-03-20","2019-03-20"
"vm_111618","ecs.c1.large","2019-03-20","2019-03-20"
"vm_210894","ecs.c1.large","2019-03-20","2019-03-20"
"vm_58913","ecs.c1.large","2019-03-20","2019-03-20"
"vm_29456","ecs.c1.large","2019-03-20","2019-03-20"
"vm_210923","ecs.c1.large","2019-03-20","2019-03-20"
"vm_210884","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149392","ecs.c1.large","2019-03-20","2019-03-20"
"vm_1842","ecs.c1.large","2019-03-20","2019-03-20"
"vm_149311","ecs.c1.large","2019-03-20","2019-03-20"
