"vmid","vmtype","createtime","releasetime"
"vm_101378","ecs.c1.large","2019-05-30","2019-05-30"
"vm_190411","ecs.c1.large","2019-05-30","2019-05-30"
"vm_396","ecs.c1.large","2019-05-30","2019-05-30"
"vm_203509","ecs.c1.xlarge","2019-05-30","2019-05-31"
"vm_50713","ecs.c1.large","2019-05-30","2019-05-30"
"vm_280917","ecs.c1.large","2019-05-30","2019-05-31"
"vm_252784","ecs.c1.xlarge","2019-05-30","\N"
"vm_208043","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101460","ecs.c1.large","2019-05-30","2019-05-31"
"vm_264025","ecs.c1.large","2019-05-30","2019-05-30"
"vm_292955","ecs.c1.large","2019-05-30","2019-05-31"
"vm_101503","ecs.c1.large","2019-05-30","2019-05-30"
"vm_292948","ecs.c1.large","2019-05-30","2019-05-30"
"vm_50752","ecs.c1.large","2019-05-30","2019-05-31"
"vm_50755","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101514","ecs.c1.large","2019-05-30","2019-05-30"
"vm_50756","ecs.c1.large","2019-05-30","2019-05-31"
"vm_50766","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101538","ecs.c1.large","2019-05-30","2019-05-30"
"vm_50770","ecs.c1.xlarge","2019-05-30","2019-06-11"
"vm_101540","ecs.c1.large","2019-05-30","2019-05-30"
"vm_247576","ecs.c1.large","2019-05-30","2019-06-21"
"vm_50775","ecs.c1.large","2019-05-30","2019-05-31"
"vm_267951","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101561","ecs.c1.large","2019-05-30","2019-05-30"
"vm_231947","ecs.c1.large","2019-05-30","2019-05-30"
"vm_211174","ecs.c1.2xlarge","2019-05-30","2019-05-30"
"vm_101585","ecs.c1.large","2019-05-30","2019-06-05"
"vm_231943","ecs.c1.large","2019-05-30","2019-05-30"
"vm_12698","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101600","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101614","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101618","ecs.c1.large","2019-05-30","2019-05-30"
"vm_50810","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101629","ecs.c1.2xlarge","2019-05-30","2019-05-31"
"vm_180908","ecs.c1.large","2019-05-30","2019-05-30"
"vm_50814","ecs.c1.large","2019-05-30","2019-05-30"
"vm_50816","ecs.c1.large","2019-05-30","2019-06-01"
"vm_242616","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101635","ecs.c1.large","2019-05-30","2019-05-30"
"vm_193639","ecs.c1.large","2019-05-30","2019-06-20"
"vm_101642","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101645","ecs.c1.large","2019-05-30","2019-05-30"
"vm_6354","ecs.c1.large","2019-05-30","2019-05-30"
"vm_242613","ecs.c1.large","2019-05-30","2019-05-31"
"vm_101686","ecs.c1.large","2019-05-30","2019-05-30"
"vm_292942","ecs.c1.large","2019-05-30","2019-06-01"
"vm_101696","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101707","ecs.c1.large","2019-05-30","2019-05-31"
"vm_101710","ecs.c1.large","2019-05-30","2019-05-30"
"vm_50855","ecs.c1.large","2019-05-30","2019-05-31"
"vm_101714","ecs.c1.large","2019-05-30","2019-05-30"
"vm_50863","ecs.c1.large","2019-05-30","2019-05-30"
"vm_237073","ecs.c1.large","2019-05-30","2019-05-30"
"vm_200631","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101735","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101737","ecs.c1.large","2019-05-30","2019-05-30"
"vm_25438","ecs.c1.large","2019-05-30","2019-05-30"
"vm_260572","ecs.c1.large","2019-05-30","2019-05-30"
"vm_25440","ecs.c1.large","2019-05-30","2019-05-30"
"vm_101775","ecs.c1.large","2019-05-30","2019-05-30"
"vm_252785","ecs.g1.xlarge","2019-05-30","\N"
"vm_3181","ecs.c1.large","2019-05-30","2019-05-30"
"vm_186519","ecs.c1.large","2019-05-30","2019-05-30"
"vm_50898","ecs.c1.large","2019-05-30","2019-05-30"
"vm_25450","ecs.c1.large","2019-05-30","2019-06-04"
"vm_101803","ecs.c1.large","2019-05-30","2019-05-30"
