"vmid","vmtype","createtime","releasetime"
"vm_191231","ecs.c1.large","2019-04-04","2019-04-04"
"vm_94307","ecs.c1.large","2019-04-04","2019-04-04"
"vm_130702","ecs.c1.large","2019-04-04","2019-04-04"
"vm_130688","ecs.c1.large","2019-04-04","2019-04-04"
"vm_100094","ecs.c1.xlarge","2019-04-04","2019-04-05"
"vm_212822","ecs.c1.large","2019-04-04","2019-04-04"
"vm_106791","ecs.c1.large","2019-04-04","2019-04-04"
"vm_117453","ecs.c1.large","2019-04-04","2019-04-04"
"vm_216492","ecs.c1.large","2019-04-04","2019-04-04"
"vm_154642","ecs.c1.large","2019-04-04","2019-04-04"
"vm_111760","ecs.g1.xlarge","2019-04-04","2019-04-04"
"vm_6507","ecs.c1.large","2019-04-04","2019-04-04"
"vm_250825","ecs.c1.large","2019-04-04","2019-04-04"
"vm_26024","ecs.c1.large","2019-04-04","2019-04-04"
"vm_282826","ecs.c1.large","2019-04-04","2019-04-04"
"vm_227738","ecs.c1.large","2019-04-04","2019-04-04"
"vm_233117","ecs.g1.xlarge","2019-04-04","2019-04-04"
"vm_134934","ecs.c1.large","2019-04-04","2019-04-04"
"vm_154765","ecs.c1.large","2019-04-04","2019-04-04"
"vm_268865","ecs.g1.large","2019-04-04","2019-04-04"
"vm_26010","ecs.c1.large","2019-04-04","2019-04-04"
"vm_268873","ecs.c1.xlarge","2019-04-04","2019-04-09"
"vm_212873","ecs.c1.large","2019-04-04","2019-04-04"
"vm_282848","ecs.c1.large","2019-04-04","2019-04-04"
"vm_268870","ecs.c1.large","2019-04-04","2019-04-04"
"vm_51990","ecs.c1.large","2019-04-04","2019-04-04"
"vm_258281","ecs.c1.large","2019-04-04","2019-04-04"
"vm_154618","ecs.c1.large","2019-04-04","2019-04-04"
"vm_51982","ecs.g1.xlarge","2019-04-04","2019-04-04"
"vm_268867","ecs.c1.large","2019-04-04","2019-04-04"
"vm_106801","ecs.c1.large","2019-04-04","2019-04-04"
"vm_282858","ecs.c1.large","2019-04-04","2019-04-04"
"vm_181036","ecs.c1.large","2019-04-04","2019-04-04"
"vm_106816","ecs.c1.large","2019-04-04","2019-04-04"
"vm_6495","ecs.c1.large","2019-04-04","2019-04-04"
"vm_106831","ecs.c1.large","2019-04-04","2019-04-04"
"vm_227756","ecs.c1.large","2019-04-04","2019-04-04"
"vm_122310","ecs.c1.large","2019-04-04","2019-04-04"
"vm_209638","ecs.g1.xlarge","2019-04-04","2019-04-04"
"vm_188627","ecs.c1.large","2019-04-04","2019-04-04"
"vm_154655","ecs.c1.large","2019-04-04","2019-04-04"
"vm_250841","ecs.c1.large","2019-04-04","2019-04-04"
"vm_173749","ecs.c1.large","2019-04-04","2019-04-04"
"vm_101522","ecs.c1.large","2019-04-04","2019-04-04"
"vm_122319","ecs.c1.large","2019-04-04","2019-04-04"
"vm_268923","ecs.c1.large","2019-04-04","2019-04-04"
"vm_12985","ecs.c1.large","2019-04-04","2019-04-04"
"vm_117471","ecs.c1.large","2019-04-04","2019-04-04"
"vm_117457","ecs.c1.large","2019-04-04","2019-04-04"
"vm_122474","ecs.c1.large","2019-04-04","2019-04-04"
"vm_51933","ecs.c1.large","2019-04-04","2019-04-04"
