"vmid","vmtype","createtime","releasetime"
"vm_131761","ecs.c1.large","2019-03-27","2019-03-27"
"vm_65887","ecs.c1.large","2019-03-27","2019-03-27"
"vm_131790","ecs.c1.large","2019-03-27","2019-03-27"
"vm_32966","ecs.g1.xlarge","2019-03-27","2019-03-27"
"vm_131854","ecs.c1.large","2019-03-27","2019-03-27"
"vm_131867","ecs.c1.large","2019-03-27","2019-03-27"
"vm_65934","ecs.c1.large","2019-03-27","2019-03-27"
"vm_131899","ecs.c1.large","2019-03-27","2019-03-27"
"vm_131915","ecs.c1.xlarge","2019-03-27","\N"
"vm_131924","ecs.c1.large","2019-03-27","2019-03-27"
"vm_131922","ecs.g1.xlarge","2019-03-27","2019-03-27"
"vm_131961","ecs.c1.large","2019-03-27","2019-03-27"
"vm_16493","ecs.c1.large","2019-03-27","2019-03-27"
"vm_16503","ecs.c1.large","2019-03-27","2019-03-27"
"vm_132040","ecs.c1.large","2019-03-27","2019-03-28"
"vm_33012","ecs.c1.large","2019-03-27","2019-03-27"
"vm_132073","ecs.c1.large","2019-03-27","2019-03-27"
"vm_16508","ecs.c1.large","2019-03-27","2019-03-27"
"vm_66062","ecs.g1.xlarge","2019-03-27","2019-03-27"
"vm_66060","ecs.c1.large","2019-03-27","2019-03-27"
"vm_132133","ecs.c1.large","2019-03-27","2019-03-27"
"vm_132157","ecs.c1.large","2019-03-27","2019-03-27"
"vm_220785","ecs.c1.large","2019-03-27","2019-03-27"
"vm_16519","ecs.c1.large","2019-03-27","2019-03-27"
"vm_132212","ecs.c1.2xlarge","2019-03-27","2019-03-28"
"vm_132249","ecs.c1.large","2019-03-27","2019-03-27"
"vm_132285","ecs.c1.large","2019-03-27","2019-03-27"
"vm_132293","ecs.c1.large","2019-03-27","2019-03-27"
"vm_66157","ecs.c1.large","2019-03-27","2019-03-27"
"vm_33077","ecs.c1.large","2019-03-27","2019-03-27"
"vm_220738","ecs.c1.large","2019-03-27","2019-03-27"
"vm_33090","ecs.c1.large","2019-03-27","2019-03-27"
"vm_66210","ecs.c1.large","2019-03-27","2019-03-27"
"vm_66214","ecs.c1.large","2019-03-27","2019-03-27"
"vm_33118","ecs.c1.large","2019-03-27","2019-03-27"
"vm_220714","ecs.g1.xlarge","2019-03-27","2019-03-27"
"vm_4139","ecs.c1.large","2019-03-27","2019-03-27"
"vm_132528","ecs.c1.large","2019-03-27","2019-03-27"
"vm_66269","ecs.c1.large","2019-03-27","2019-03-27"
"vm_132544","ecs.c1.large","2019-03-27","2019-03-27"
"vm_66284","ecs.g1.xlarge","2019-03-27","2019-03-27"
"vm_220703","ecs.c1.large","2019-03-27","2019-03-27"
"vm_33146","ecs.g1.large","2019-03-27","2019-03-27"
"vm_66303","ecs.g1.xlarge","2019-03-27","2019-03-27"
"vm_220693","ecs.c1.large","2019-03-27","2019-03-27"
"vm_66334","ecs.c1.large","2019-03-27","2019-03-27"
"vm_66352","ecs.c1.large","2019-03-27","2019-03-27"
"vm_220668","ecs.c1.large","2019-03-27","2019-03-27"
"vm_132710","ecs.g1.xlarge","2019-03-27","2019-03-27"
"vm_132713","ecs.c1.large","2019-03-27","2019-03-27"
"vm_132722","ecs.c1.large","2019-03-27","2019-03-27"
"vm_132729","ecs.c1.large","2019-03-27","2019-03-27"
