"vmid","vmtype","createtime","releasetime"
"vm_46839","ecs.c1.large","2019-04-02","2019-04-02"
"vm_132654","ecs.c1.large","2019-04-02","2019-04-02"
"vm_237330","ecs.c1.large","2019-04-02","2019-04-02"
"vm_87651","ecs.c1.large","2019-04-02","2019-04-03"
"vm_48405","ecs.c1.large","2019-04-02","2019-04-02"
"vm_237352","ecs.c1.large","2019-04-02","2019-04-02"
"vm_132638","ecs.c1.large","2019-04-02","2019-04-02"
"vm_100187","ecs.c1.large","2019-04-02","2019-04-02"
"vm_115898","ecs.c1.large","2019-04-02","2019-04-02"
"vm_138904","ecs.c1.large","2019-04-02","2019-04-02"
"vm_197530","ecs.c1.large","2019-04-02","2019-04-02"
"vm_109239","ecs.c1.large","2019-04-02","2019-04-02"
"vm_26411","ecs.c1.large","2019-04-02","2019-04-02"
"vm_172044","ecs.c1.large","2019-04-02","2019-04-02"
"vm_60963","ecs.c1.large","2019-04-02","2019-04-02"
"vm_73681","ecs.c1.large","2019-04-02","2019-04-02"
"vm_197527","ecs.c1.large","2019-04-02","2019-04-02"
"vm_237367","ecs.c1.large","2019-04-02","2019-04-02"
"vm_48396","ecs.c1.large","2019-04-02","2019-04-02"
"vm_74623","ecs.c1.large","2019-04-02","2019-04-02"
"vm_111171","ecs.c1.large","2019-04-02","2019-04-02"
"vm_49279","ecs.c1.large","2019-04-02","2019-04-02"
"vm_66088","ecs.c1.large","2019-04-02","2019-04-02"
"vm_148317","ecs.c1.large","2019-04-02","2019-04-02"
"vm_182228","ecs.c1.large","2019-04-02","2019-04-02"
"vm_237415","ecs.c1.large","2019-04-02","2019-04-02"
"vm_237444","ecs.c1.large","2019-04-02","2019-04-02"
"vm_26396","ecs.c1.large","2019-04-02","2019-04-02"
"vm_3299","ecs.c1.large","2019-04-02","2019-04-02"
"vm_105365","ecs.c1.large","2019-04-02","2019-04-02"
"vm_158911","ecs.r1.xlarge","2019-04-02","2019-04-02"
"vm_148313","ecs.c1.large","2019-04-02","2019-04-02"
"vm_158894","ecs.c1.large","2019-04-02","2019-04-02"
"vm_237419","ecs.c1.large","2019-04-02","2019-04-02"
"vm_142565","ecs.c1.large","2019-04-02","2019-04-02"
"vm_26387","ecs.c1.large","2019-04-02","2019-04-02"
