"vmid","vmtype","createtime","releasetime"
"vm_229483","ecs.c1.large","2019-04-02","2019-04-02"
"vm_265483","ecs.c1.large","2019-04-02","2019-04-02"
"vm_130360","ecs.c1.large","2019-04-02","2019-04-02"
"vm_62869","ecs.c1.xlarge","2019-04-02","2019-04-02"
"vm_265486","ecs.c1.large","2019-04-02","2019-04-02"
"vm_52253","ecs.c1.large","2019-04-02","2019-04-02"
"vm_69328","ecs.c1.large","2019-04-02","2019-04-02"
"vm_205701","ecs.c1.large","2019-04-02","2019-04-02"
"vm_66448","ecs.c1.large","2019-04-02","2019-04-02"
"vm_62040","ecs.c1.large","2019-04-02","2019-04-02"
"vm_175851","ecs.c1.large","2019-04-02","2019-04-02"
"vm_265551","ecs.c1.large","2019-04-02","2019-04-02"
"vm_127998","ecs.c1.large","2019-04-02","2019-04-02"
"vm_55159","ecs.c1.large","2019-04-02","2019-04-02"
"vm_229415","ecs.c1.large","2019-04-02","2019-04-02"
"vm_265608","ecs.c1.large","2019-04-02","2019-04-02"
"vm_265672","ecs.c1.xlarge","2019-04-02","2019-04-02"
"vm_46896","ecs.c1.large","2019-04-02","2019-04-02"
"vm_39799","ecs.c1.large","2019-04-02","2019-04-03"
"vm_104469","ecs.c1.large","2019-04-02","2019-04-02"
"vm_265633","ecs.c1.large","2019-04-02","2019-04-02"
"vm_89434","ecs.c1.large","2019-04-02","2019-04-02"
"vm_89442","ecs.c1.large","2019-04-02","2019-04-02"
"vm_114309","ecs.c1.large","2019-04-02","2019-04-02"
"vm_175891","ecs.c1.large","2019-04-02","2019-04-02"
"vm_147174","ecs.c1.large","2019-04-02","2019-04-02"
"vm_59899","ecs.c1.large","2019-04-02","2019-04-02"
"vm_170996","ecs.c1.large","2019-04-02","2019-04-02"
"vm_147407","ecs.c1.large","2019-04-02","2019-04-02"
"vm_119361","ecs.c1.large","2019-04-02","2019-04-02"
"vm_265717","ecs.c1.large","2019-04-02","2019-04-02"
"vm_88208","ecs.c1.large","2019-04-02","2019-04-02"
"vm_228275","ecs.c1.large","2019-04-02","2019-04-02"
"vm_157479","ecs.c1.large","2019-04-02","2019-04-02"
"vm_137664","ecs.c1.large","2019-04-02","2019-04-02"
"vm_219986","ecs.c1.large","2019-04-02","2019-04-02"
"vm_70775","ecs.c1.large","2019-04-02","2019-04-02"
"vm_58029","ecs.c1.large","2019-04-02","2019-04-02"
"vm_163630","ecs.c1.large","2019-04-02","2019-04-02"
"vm_191302","ecs.c1.large","2019-04-02","2019-04-02"
"vm_147206","ecs.c1.large","2019-04-02","2019-04-02"
"vm_114338","ecs.c1.large","2019-04-02","2019-04-02"
"vm_163632","ecs.c1.large","2019-04-02","2019-04-02"
"vm_80436","ecs.c1.large","2019-04-02","2019-04-02"
"vm_186985","ecs.c1.large","2019-04-02","2019-04-02"
"vm_265789","ecs.c1.large","2019-04-02","2019-04-02"
