"vmid","vmtype","createtime","releasetime"
"vm_48816","ecs.c1.large","2019-04-02","2019-04-02"
"vm_31040","ecs.c1.large","2019-04-02","2019-04-02"
"vm_147814","ecs.c1.large","2019-04-02","2019-04-02"
"vm_36295","ecs.c1.large","2019-04-02","2019-04-02"
"vm_32796","ecs.c1.large","2019-04-02","2019-04-02"
"vm_128977","ecs.c1.large","2019-04-02","2019-04-02"
"vm_178209","ecs.c1.large","2019-04-02","2019-04-02"
"vm_65805","ecs.c1.large","2019-04-02","2019-04-02"
"vm_31039","ecs.c1.large","2019-04-02","2019-04-02"
"vm_90938","ecs.c1.large","2019-04-02","2019-04-02"
"vm_826","ecs.c1.large","2019-04-02","2019-04-02"
"vm_101300","ecs.c1.large","2019-04-02","2019-04-02"
"vm_128986","ecs.c1.large","2019-04-02","2019-04-02"
"vm_147931","ecs.c1.large","2019-04-02","2019-04-02"
"vm_178234","ecs.c1.large","2019-04-02","2019-04-02"
"vm_178263","ecs.c1.large","2019-04-02","2019-04-02"
"vm_178298","ecs.c1.large","2019-04-02","2019-04-02"
"vm_136687","ecs.g1.xlarge","2019-04-02","2019-04-02"
"vm_119444","ecs.c1.large","2019-04-02","2019-04-02"
"vm_178226","ecs.c1.large","2019-04-02","2019-04-02"
"vm_26424","ecs.c1.large","2019-04-02","2019-04-02"
"vm_48808","ecs.c1.large","2019-04-02","2019-04-02"
"vm_99169","ecs.c1.large","2019-04-02","2019-04-02"
"vm_52081","ecs.c1.large","2019-04-02","2019-04-02"
"vm_44800","ecs.c1.large","2019-04-02","2019-04-02"
"vm_34574","ecs.c1.large","2019-04-02","2019-04-02"
"vm_92457","ecs.c1.large","2019-04-02","2019-04-02"
"vm_13208","ecs.c1.large","2019-04-02","2019-04-02"
"vm_73324","ecs.c1.large","2019-04-02","2019-04-02"
"vm_86959","ecs.c1.large","2019-04-02","2019-04-02"
"vm_128995","ecs.c1.large","2019-04-02","2019-04-02"
"vm_147861","ecs.c1.large","2019-04-02","2019-04-02"
"vm_45777","ecs.c1.large","2019-04-02","2019-04-02"
"vm_26411","ecs.c1.large","2019-04-02","2019-04-02"
"vm_65820","ecs.g1.xlarge","2019-04-02","2019-04-02"
"vm_45778","ecs.c1.large","2019-04-02","2019-04-02"
"vm_106900","ecs.c1.large","2019-04-02","2019-04-02"
"vm_129013","ecs.c1.large","2019-04-02","2019-04-02"
"vm_178282","ecs.c1.large","2019-04-02","2019-04-02"
"vm_90947","ecs.c1.large","2019-04-02","2019-04-02"
"vm_129018","ecs.c1.large","2019-04-02","2019-04-02"
"vm_36773","ecs.c1.large","2019-04-02","2019-04-02"
"vm_84259","ecs.g1.xlarge","2019-04-02","2019-04-02"
"vm_52084","ecs.c1.large","2019-04-02","2019-04-02"
"vm_74932","ecs.c1.large","2019-04-02","2019-04-02"
"vm_134631","ecs.c1.large","2019-04-02","2019-04-02"
"vm_178303","ecs.c1.large","2019-04-02","2019-04-02"
"vm_178350","ecs.c1.large","2019-04-02","2019-04-02"
"vm_26396","ecs.c1.large","2019-04-02","2019-04-02"
"vm_3299","ecs.c1.large","2019-04-02","2019-04-02"
"vm_48910","ecs.c1.large","2019-04-02","2019-04-02"
"vm_57338","ecs.c1.large","2019-04-02","2019-04-02"
"vm_87180","ecs.c1.large","2019-04-02","2019-04-02"
"vm_129025","ecs.c1.large","2019-04-02","2019-04-02"
"vm_178310","ecs.c1.large","2019-04-02","2019-04-02"
"vm_111361","ecs.c1.large","2019-04-02","2019-04-02"
"vm_26387","ecs.c1.large","2019-04-02","2019-04-02"
"vm_134666","ecs.c1.large","2019-04-02","2019-04-02"
"vm_6596","ecs.c1.large","2019-04-02","2019-04-02"
"vm_39450","ecs.c1.large","2019-04-02","2019-04-02"
