"vmid","vmtype","createtime","releasetime"
"vm_10581","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199349","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199374","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84652","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199334","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199328","ecs.c1.large","2019-03-21","2019-03-21"
"vm_10582","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199327","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199307","ecs.c1.large","2019-03-21","2019-03-21"
"vm_5290","ecs.c1.large","2019-03-21","2019-03-21"
"vm_127622","ecs.c1.large","2019-03-21","2019-03-21"
"vm_42339","ecs.c1.large","2019-03-21","2019-03-21"
"vm_21170","ecs.c1.large","2019-03-21","2019-03-21"
"vm_42341","ecs.c1.large","2019-03-21","2019-03-21"
"vm_21171","ecs.c1.xlarge","2019-03-21","2019-03-21"
"vm_10585","ecs.c1.large","2019-03-21","2019-03-21"
"vm_117573","ecs.c1.large","2019-03-21","2019-03-21"
"vm_133815","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199275","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84695","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199255","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84696","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84700","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199258","ecs.c1.large","2019-03-21","2019-03-21"
"vm_148573","ecs.c1.large","2019-03-21","2019-03-21"
"vm_117571","ecs.c1.large","2019-03-21","2019-03-21"
"vm_127614","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199237","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199233","ecs.c1.large","2019-03-21","2019-03-22"
"vm_84707","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199240","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199232","ecs.c1.large","2019-03-21","2019-03-21"
"vm_42355","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199435","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199202","ecs.c1.large","2019-03-21","\N"
"vm_117576","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199199","ecs.c1.xlarge","2019-03-21","2019-03-22"
"vm_199197","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84730","ecs.c1.large","2019-03-21","2019-03-21"
"vm_5296","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199166","ecs.c1.large","2019-03-21","2019-03-21"
"vm_148559","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84743","ecs.c1.large","2019-03-21","2019-03-21"
"vm_10592","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84750","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84751","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199145","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84758","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84760","ecs.c1.large","2019-03-21","2019-03-21"
"vm_117553","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199129","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84764","ecs.c1.large","2019-03-21","2019-03-21"
"vm_42382","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199122","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84771","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199123","ecs.c1.large","2019-03-21","2019-03-21"
"vm_42386","ecs.c1.xlarge","2019-03-21","2019-03-22"
"vm_127588","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199113","ecs.c1.large","2019-03-21","2019-03-21"
"vm_127589","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199101","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199097","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199093","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199094","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199092","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199127","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199074","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199076","ecs.c1.large","2019-03-21","2019-03-21"
"vm_139957","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199060","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84803","ecs.c1.large","2019-03-21","2019-03-21"
"vm_42402","ecs.c1.xlarge","2019-03-21","2019-03-21"
"vm_199069","ecs.c1.large","2019-03-21","2019-03-21"
"vm_127584","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84819","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199040","ecs.c1.large","2019-03-21","2019-03-21"
"vm_10603","ecs.c1.large","2019-03-21","2019-03-21"
"vm_148610","ecs.c1.large","2019-03-21","2019-03-21"
"vm_133800","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84832","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199031","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199029","ecs.c1.large","2019-03-21","2019-03-21"
"vm_5303","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199018","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84849","ecs.c1.large","2019-03-21","2019-03-21"
"vm_133799","ecs.c1.large","2019-03-21","2019-03-22"
"vm_42425","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199178","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84853","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199006","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84854","ecs.c1.large","2019-03-21","2019-03-21"
"vm_199011","ecs.c1.large","2019-03-21","2019-03-21"
"vm_127578","ecs.c1.large","2019-03-21","2019-03-21"
"vm_117536","ecs.c1.large","2019-03-21","2019-03-21"
"vm_10609","ecs.c1.large","2019-03-21","2019-03-21"
"vm_198984","ecs.g1.xlarge","2019-03-21","2019-03-21"
"vm_42436","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84877","ecs.c1.large","2019-03-21","2019-03-21"
"vm_42439","ecs.c1.large","2019-03-21","2019-03-21"
"vm_84881","ecs.c1.large","2019-03-21","2019-03-21"
"vm_21221","ecs.c1.large","2019-03-21","2019-03-21"
