"vmid","vmtype","createtime","releasetime"
"vm_20921","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_166267","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_11898","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_72063","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_171337","ecs.c1.2xlarge","2019-01-27","2019-01-28"
"vm_158343","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_46345","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_17217","ecs.c1.large","2019-01-27","2019-01-27"
"vm_163704","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_72243","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_5911","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_34180","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_175703","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_163672","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_125505","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_34201","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_179132","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_102108","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_153137","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_11747","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_11729","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_27953","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_95132","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_129311","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_114166","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_192985","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_214609","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_108474","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_163723","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_21573","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_97096","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_108476","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_34518","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_34516","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_73031","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_118958","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_5774","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_100388","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_21024","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_73168","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_175861","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_179522","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_186531","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_73256","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_50388","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_95177","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_170317","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_171397","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_108507","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_130654","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_186519","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_73514","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_179465","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_73516","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_133712","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_199528","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_177","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_186511","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_153390","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_113568","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_116525","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_209827","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_47075","ecs.c1.large","2019-01-27","2019-01-27"
"vm_155212","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_119096","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_34969","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_34964","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_56638","ecs.c1.xlarge","2019-01-27","2019-01-27"
"vm_149151","ecs.c1.large","2019-01-27","2019-01-27"
"vm_73954","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_35047","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_186697","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_24228","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_47115","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_106217","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_100516","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_193249","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_129679","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_223086","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_40543","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_215005","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_145032","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_223130","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_47184","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_153675","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_149273","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_199772","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_56721","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_24233","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_186728","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_47240","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_186744","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_38567","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_195660","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_95361","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_223252","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_199908","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_74686","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_74753","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_126993","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_56870","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_10834","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_106322","ecs.g1.large","2019-01-27","2019-01-27"
"vm_35498","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_223202","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_47355","ecs.g1.xlarge","2019-01-27","2019-01-27"
"vm_137921","ecs.g1.xlarge","2019-01-27","2019-01-27"
