"vmid","vmtype","createtime","releasetime"
"vm_30615","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122464","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122492","ecs.c1.large","2019-03-25","2019-03-25"
"vm_30622","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122500","ecs.g1.xlarge","2019-03-25","2019-03-25"
"vm_61252","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122508","ecs.c1.large","2019-03-25","2019-03-25"
"vm_191960","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122530","ecs.c1.large","2019-03-25","2019-03-25"
"vm_30636","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122552","ecs.c1.large","2019-03-25","2019-03-25"
"vm_30639","ecs.g1.xlarge","2019-03-25","2019-03-25"
"vm_122556","ecs.c1.large","2019-03-25","2019-03-25"
"vm_61290","ecs.c1.large","2019-03-25","2019-03-25"
"vm_30641","ecs.c1.large","2019-03-25","2019-03-25"
"vm_211340","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122589","ecs.c1.large","2019-03-25","2019-03-25"
"vm_61305","ecs.c1.large","2019-03-25","2019-03-25"
"vm_191950","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122627","ecs.c1.large","2019-03-25","2019-03-25"
"vm_30656","ecs.c1.large","2019-03-25","2019-03-25"
"vm_15329","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122636","ecs.g1.xlarge","2019-03-25","2019-03-25"
"vm_211333","ecs.c1.large","2019-03-25","2019-03-25"
"vm_61323","ecs.c1.large","2019-03-25","2019-03-25"
"vm_30664","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122661","ecs.c1.large","2019-03-25","2019-03-25"
"vm_30666","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122672","ecs.c1.large","2019-03-25","2019-03-25"
"vm_61337","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122680","ecs.c1.large","2019-03-25","2019-03-25"
"vm_30673","ecs.c1.large","2019-03-25","2019-03-25"
"vm_211325","ecs.c1.large","2019-03-25","2019-03-25"
"vm_191923","ecs.c1.large","2019-03-25","2019-03-25"
"vm_191926","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122733","ecs.c1.large","2019-03-25","2019-03-25"
"vm_15342","ecs.g1.xlarge","2019-03-25","2019-03-25"
"vm_61370","ecs.c1.large","2019-03-25","2019-03-25"
"vm_30687","ecs.c1.large","2019-03-25","2019-03-25"
"vm_211308","ecs.c1.large","2019-03-25","2019-03-25"
"vm_226233","ecs.c1.large","2019-03-25","2019-03-25"
"vm_191906","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122775","ecs.c1.large","2019-03-25","2019-03-25"
"vm_15348","ecs.c1.large","2019-03-25","2019-03-25"
"vm_3837","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122799","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122811","ecs.c1.large","2019-03-25","\N"
"vm_61405","ecs.c1.large","2019-03-25","2019-03-25"
"vm_226567","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122818","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122842","ecs.c1.large","2019-03-25","2019-03-25"
"vm_30713","ecs.c1.xlarge","2019-03-25","2019-03-26"
"vm_122858","ecs.c1.large","2019-03-25","2019-03-25"
"vm_191916","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122866","ecs.c1.large","2019-03-25","2019-03-25"
"vm_192327","ecs.c1.large","2019-03-25","2019-03-25"
"vm_3840","ecs.c1.large","2019-03-25","2019-03-25"
"vm_61447","ecs.c1.large","2019-03-25","2019-03-25"
"vm_191878","ecs.c1.large","2019-03-25","2019-03-25"
"vm_226222","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122913","ecs.c1.large","2019-03-25","2019-03-25"
"vm_30729","ecs.c1.large","2019-03-25","2019-03-25"
"vm_61456","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122922","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122951","ecs.c1.large","2019-03-25","2019-03-25"
"vm_3843","ecs.c1.large","2019-03-25","2019-03-25"
"vm_61478","ecs.c1.xlarge","2019-03-25","2019-03-25"
"vm_61489","ecs.c1.large","2019-03-25","2019-03-25"
"vm_122983","ecs.c1.large","2019-03-25","2019-03-25"
